"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/phone-electronics-policy/","text/html; charset=utf-8","200","OK","Indexable","","Sunrise House Cell Phone & Electronics Policy | Sunrise House","61","552","At Sunrise House, cell phones and electronics are allowed with some restrictions during treatment. Our policy lays out all the details.","135","809","","0","Sunrise House Cell Phone & Electronics Policy","45","","0","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/phone-electronics-policy/","","","","","","274198","573","3.591","0","","6","6","0","7.230","196","58","0","15","10","0","","","","","e4ca94d66b16f5e77049d3d843bbbd81","0.402","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/phone-electronics-policy/","2022-09-04 07:21:23"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/patients/","text/html; charset=utf-8","200","OK","Indexable","","What to Expect When You Arrive at Rehab | Sunrise House","55","516","Learn how to get to here, what your first 24 hours is like, what to and not to bring, and what a typical day looks like.","120","707","","0","What to Expect at Rehab","23","Getting to Sunrise House","24","Your First 24 Hours in Recovery Treatment","41","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/patients/","","","","","","280788","749","3.899","0","","255","83","0","100.000","197","58","0","15","10","0","","","","","dd189461e1393d924c0d2134583abda8","0.277","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/patients/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","1","1","0","1.200","0","0","0","0","0","0","","","","","","0.156","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/","HTTP Redirect","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/after-rehab/","text/html; charset=utf-8","200","OK","Indexable","","Returning Home After Rehab | Sunrise House","42","400","Know what todo when your loved on comes home from rehab. Click for information on caring for something in recovery and how you can make the process easier.","155","999","","0","Returning Home After Rehab","26","Local Sober Living Homes","24","How to Support Someone in Recovery","34","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/after-rehab/","","","","","","266325","791","4.160","0","","171","83","0","100.000","188","58","0","15","10","0","","","","","9c01d478bd3ae6ab221464fdf7e4657c","0.253","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/after-rehab/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/faq/","text/html; charset=utf-8","200","OK","Indexable","","Frequently Asked Questions (FAQ) | Sunrise House","48","450","Answers to commonly asked questions regarding getting started in the treatment and recovery process. Info on confidentiality, insurance, the duration and more.","159","994","","0","Sunrise House Frequently Asked Questions","40","If I have general questions, should I contact admissions or another department?","79","Who is on the other end of the phone number listed on the website?","66","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/faq/","","","","","","322730","1987","5.673","0","","251","83","0","100.000","205","59","0","19","14","0","","","","","d2ff6e1bc27280f91bfaaf9c9e7b0c5c","0.287","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/faq/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/","text/html; charset=utf-8","200","OK","Indexable","","Drug & Alcohol Rehab Admission Process | Sunrise House Treatment Center","71","676","Click to take 3 easy steps at Sunrise House to change your life. Call (888)513-3954 to verify your benefits and select a treatment program specialized to you.","158","960","","0","Get Admitted to Drug & Alcohol Rehab","36","Our Admissions Process","22","Instantly Check Your Insurance Coverage","39","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/","","","","","","339824","791","3.281","0","","466","83","0","100.000","187","61","0","17","10","0","","","","","f770887f701ce5a86ec9157c4cbb465a","0.251","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/","text/html; charset=utf-8","200","OK","Indexable","","What to Know When Your Loved One Is at Sunrise House","52","504","Info on everything you need while your loved one is at Sunrise House. Answers to commonly asked questions like what they will be doing, how you can contact them, etc.","166","1036","","0","What to Know When Your Loved One Is at Sunrise House","52","What Will My Loved One Be Doing in Treatment?","45","Can I Talk to Him or Her?","25","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/","","","","","","286578","800","3.856","0","","255","83","0","100.000","198","57","0","15","10","0","","","","","9972ded1d0e7e2417cc9d5aeeef95d9","0.406","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/admissions/families/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/60-day-rehab/","text/html; charset=utf-8","200","OK","Indexable","","60–90 Day Drug & Alcohol Rehab in New Jersey | Sunrise House","60","565","Learn more about long-term treatment, what to expect, the admissions process, and how to pay for 60- to 90-day rehab.","117","740","","0","60–90 Day Drug & Alcohol Rehab in New Jersey","44","How Does a 60+ Day Rehab Program Work?","38","Does Insurance Cover 60+ Days of Drug & Alcohol Rehab?","54","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/60-day-rehab/","","","","","","430186","1522","3.757","0","","14","12","0","14.460","233","75","0","17","10","0","","","","","25fb874f8466d5ad96aa8aaf97d6b6f2","0.380","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/60-day-rehab/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/30-day-rehab/","text/html; charset=utf-8","200","OK","Indexable","","30-Day Drug & Alcohol Rehab in New Jersey | Sunrise House","57","531","Learn more about 30-day rehab, what to expect after treatment, the admissions process, and how to pay for inpatient addiction care.","131","820","","0","30-Day Addiction Treatment","26","What Is a 30-Day Addiction Treatment Program?","45","Does Health Insurance Cover 30 Days of Rehab in New Jersey?","59","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/30-day-rehab/","","","","","","408938","1422","3.756","0","","15","12","0","14.460","235","72","0","17","10","0","","","","","69eb108baab294c2f90eef1457321f46","0.326","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/30-day-rehab/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-treatment-new-jersey/","text/html; charset=utf-8","200","OK","Indexable","","New Jersey Addiction Treatment Program Overview | Sunrise House","63","608","Sunrise House in New Jersey uses a client-focused approach to treating your substance use disorders. Learn more about our treatments and therapies.","147","933","","0","Addiction Rehab Options Available","33","Our Addiction Treatments & Therapies","36","What to Expect at Sunrise House","31","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-treatment-new-jersey/","","","","","","496912","706","2.251","0","","503","83","0","100.000","195","60","0","20","10","0","","","","","15f7174995a68522165d27f42b11ead3","0.365","","","","","1.1","https://sunrisehouse.com/addiction-treatment-new-jersey/","2022-09-04 07:21:24"
"https://sunrisehouse.com/addiction-resources-center/","text/html; charset=utf-8","200","OK","Indexable","","Resource Center | Sunrise House","31","292","Information Guides for Individuals and Families Struggling with Addiction or Co-Occurring Mental Health Disorders. Reach out to us day or night.","144","889","","0","Addiction Info & Support Resources","34","Popular Pages","13","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-resources-center/","","","","","","362644","413","2.477","0","","258","83","0","100.000","215","67","0","20","10","0","","","","","730e0aec586c665db7ecf54fb77ed4f5","0.322","","","","","1.1","https://sunrisehouse.com/addiction-resources-center/","2022-09-04 07:21:24"
"https://sunrisehouse.com/about/editorial-policy","text/html","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","0","","38","38","0","45.780","0","0","0","0","0","0","","","","","","0.125","","https://sunrisehouse.com/about/editorial-policy/","HTTP Redirect","","1.1","https://sunrisehouse.com/about/editorial-policy","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/reviews-and-testimonials/","text/html; charset=utf-8","200","OK","Indexable","","Review & Testimonials for Sunrise House New Jersey | SH","55","516","See why more people choose to start their recovery at our inpatient alcohol and drug rehab facility servicing New Jersey today!","127","778","","0","Reviews & Testimonials","22","Sunrise House Reviews","21","Video Testimonials","18","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/reviews-and-testimonials/","","","","","","288221","397","2.966","0","","370","83","0","100.000","180","57","0","17","10","0","","","","","1d91b8facc42791bfd755fb0d62b6412","0.243","","","","","1.1","https://sunrisehouse.com/about/reviews-and-testimonials/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/memberships-accreditation/","text/html; charset=utf-8","200","OK","Indexable","","Our Achievements and Accreditations | Sunrise House","51","481","Find out more about Sunrise House's commitment to quality behavioral health care by learning about our achievements, accreditations, and more.","142","898","","0","Our Achievements and Accreditations","35","BBB A+ Rating","13","Compliancy Group HIPAA Seal","27","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/memberships-accreditation/","","","","","","279445","632","3.709","0","","282","83","0","100.000","196","57","0","19","13","0","","","","","ce31abbb3634cd8bc888a4dae136b376","0.268","","","","","1.1","https://sunrisehouse.com/about/memberships-accreditation/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/events-and-media/","text/html; charset=utf-8","200","OK","Indexable","","Events & Media for Sunrise House Treatment Center | Sunrise House","65","610","Information on what is going on at Sunrise House. Click to see the different media and events relating to whats happening at Sunrise House treatment center.","156","969","","0","Events & Media for Sunrise House Treatment Center","49","Addiction Talk – Facebook Live Show","35","Events","6","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/events-and-media/","","","","","","286866","253","2.716","0","","173","83","0","100.000","196","57","0","17","11","0","","","","","6be71c3ca3293be14b69f31791988a4d","0.339","","","","","1.1","https://sunrisehouse.com/about/events-and-media/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/compare-rehab-facilities/","text/html; charset=utf-8","200","OK","Indexable","","Compare Sunrise House with AAC’s Other Facilities","49","457","Compare Sunrise House and other AAC facilities to find a treatment center with the services and amenities that are most important to you.","137","851","","0","Compare Programs at Our Facilities","34","Discover the Right Facility and Treatment for You","49","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/compare-rehab-facilities/","","","","","","427575","431","2.133","0","","175","83","0","100.000","181","57","0","17","10","0","","","","","c0da46630e6fd9d0bd4dd513d46dfcf8","0.291","","","","","1.1","https://sunrisehouse.com/about/compare-rehab-facilities/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/careers-at-sunrise-house/","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Careers at Sunrise House | Sunrise House","40","371","","0","0","","0","Careers at Sunrise House & American Addiction Centers","53","Join Our Team","13","Empowering Our Patients","23","noindex, nofollow","","","","","","","","","327593","765","3.394","0","","334","83","0","100.000","185","58","0","19","12","0","","","","","50520dfdef7361b641d0fcab67fa1d1d","0.311","","","","","1.1","https://sunrisehouse.com/about/careers-at-sunrise-house/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/10-reasons-to-choose-us/","text/html; charset=utf-8","200","OK","Indexable","","10 Reasons to Choose Us for Your Recovery | Sunrise House","57","532","Sunrise House is an addiction treatment center in Sussex County, New Jersey. See our top 10 list if you're looking for a place to trust with your recovery.","155","930","","0","Reasons to Choose Sunrise House Treatment Center","48","Why Should You Choose Us for Your Care?","39","Instantly Check Your Insurance Coverage","39","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/10-reasons-to-choose-us/","","","","","","324573","985","3.809","0","","182","83","0","100.000","191","58","0","17","10","0","","","","","8d06e8661c2fc4190f0a2073bba3a90d","0.447","","","","","1.1","https://sunrisehouse.com/about/10-reasons-to-choose-us/","2022-09-04 07:21:25"
"https://sunrisehouse.com/about/","text/html; charset=utf-8","200","OK","Indexable","","About Sunrise House Addiction Treatment Facility in New Jersey","62","574","Sunrise House is a comprehensive residential addiction treatment facility offering many levels of care for adults suffering from addiction. Located amid 22 acres in the serene mountains of Sussex County, New Jersey.","215","1328","","0","About Us","8","About Sunrise House Treatment Center","36","Care Designed Exclusively for You","33","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/about/","","","","","","287962","653","3.628","0","","444","83","0","100.000","203","58","0","20","10","0","","","","","1102bf86fd198132011be5040fec20e0","0.376","","","","","1.1","https://sunrisehouse.com/about/","2022-09-04 07:21:25"
"https://sunrisehouse.com/","text/html; charset=utf-8","200","OK","Indexable","","Detox, Alcohol & Drug Rehab, & Sober Living in New Jersey | Sunrise House","73","662","Quality, effective state of the art addiction treatment center located in the New Jersey area. Help available 24/7 for drug rehab & treatment programs call now (973) 862-4820.","175","1075","","0","Alcohol & Drug Rehab in New Jersey","34","Experience the Sunrise House Difference","39","We Offer Flexible Treatment Programs","36","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/","","","","","","292144","706","3.760","0","","176","83","0","100.000","200","61","0","20","10","0","","","","","2452c2064470cdc3f44a93465c39e923","0.239","","","","","1.1","https://sunrisehouse.com/","2022-09-04 07:21:25"
"https://sunrisehouse.com/addiction-blog/","text/html; charset=utf-8","200","OK","Indexable","","Addiction Resource Blog | Sunrise House Treatment Center","56","525","Click here for informative blog posts on anything relating to addiction. Articles on the best gifts for people in recovery to the most common drug in each U.S. city.","165","985","","0","Addiction Blog: Find Help and Resources","39","Learn about how addiction impacts the community, what our team is doing, and about how you or your loved one can get help starting recovery.","140","","0","index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://sunrisehouse.com/addiction-blog/","","","","","","650817","378","1.305","0","","168","83","0","100.000","241","90","0","15","10","0","","","","","14e6d45c303b99c9a4acffbd7498484e","1.198","","","","","1.1","https://sunrisehouse.com/addiction-blog/","2022-09-04 07:21:24"
